,tipo_prop,barrio,pais,lat,lon,precio_usd,piso,ambientes,sup_total,sup_cubierta,precio_x_m2_usd,subtes,bicis,comisarias,balcon,garage,lavadero,luminoso,subte_linea_d,parrilla,subte_linea_b,aire_acondicionado,piscina,subte_linea_a,terraza,placard,toilette,suite,subte_linea_h,sum,amenities,subte_linea_e,baulera,gimnasio,patio,lujoso,subte_linea_c,dependencias,vestidor,estrenar,villa_urquiza,apto_credito_hipotecario,barrio_norte,jardin,villa_crespo,hidromasaje,san_telmo,vista,sauna,losa_radiante,capital_federal,impecable,interwin,doble_circulacion
341,apartment,Barrio Norte,Argentina,-34.5924103,-58.3952593,135000.0,,1.0,43.0,39.0,3139.5348837209303,0,3,351.63751817893325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
351,apartment,Almagro,Argentina,-34.5978473909,-58.4260256868,79712.0,,1.0,44.0,38.0,1811.6363636363637,0,3,1372.4053738336604,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
352,apartment,Belgrano,Argentina,-34.5627,-58.458290000000005,1850000.0,,5.0,410.3091576917603,360.0,4508.7952957408515,1,0,360.53607976444,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
353,apartment,Almagro,Argentina,-34.5999581619,-58.427445203199994,81200.0,,1.0,,,2699.818678255677,1,2,1409.6225144991995,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
354,apartment,Balvanera,Argentina,-34.6031328142,-58.3946243302,148000.0,2.0,4.0,80.0,89.0,1850.0,2,2,36.600612909337,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
355,apartment,Liniers,Argentina,-34.6473774,-58.5191897,79000.0,5.0,2.0,,,1943.994984963168,0,0,1768.4033062626163,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
356,apartment,Liniers,Argentina,-34.6473774,-58.5191897,150000.0,18.0,3.0,,,1943.994984963168,0,0,1768.4033062626163,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
357,apartment,Villa Devoto,Argentina,-34.5939503,-58.50344079999999,85000.0,,2.0,43.0,37.0,1976.7441860465117,0,0,652.4484722531677,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
358,apartment,Liniers,Argentina,-34.6473774,-58.5191897,83000.0,5.0,2.0,,,1943.994984963168,0,0,1768.4033062626163,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
359,apartment,Liniers,Argentina,-34.6473774,-58.5191897,98000.0,1.0,2.0,55.03944334660837,48.0,1780.541263523497,0,0,1768.4033062626163,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
360,apartment,Caballito,Argentina,-34.6246125,-58.435996,inf,,4.0,157.0,157.0,inf,1,0,1307.581739734607,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
361,apartment,Almagro,Argentina,-34.600011149699995,-58.4274237455,81200.0,,1.0,35.0,32.0,2320.0,1,2,1405.330442888273,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
362,apartment,Balvanera,Argentina,-34.6031504762,-58.3945384995,148000.0,2.0,4.0,80.0,80.0,1850.0,2,2,40.7242128818798,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
363,store,Saavedra,Argentina,-34.555073900000004,-58.4877475,230000.0,,,105.0,105.0,2190.4761904761904,0,0,563.4161201422479,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
364,apartment,San Telmo,Argentina,-34.617022,-58.372935,104156.0,69.0,1.0,54.00787483989312,48.0,1928.5335760529645,0,5,385.6984547057192,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
365,store,Palermo,Argentina,-34.5734848543,-58.4386236307,300000.0,,,60.36583343971574,57.0,4969.698634238101,1,1,41.74151371385092,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
366,apartment,Palermo,Argentina,-34.573237498800005,-58.43896695340001,102072.29,,1.0,39.53818305742097,35.0,2581.613066330369,1,0,7.985185049791127,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
367,apartment,San Telmo,Argentina,-34.617404984000004,-58.3727729772,111100.0,,3.0,49.50721860323536,44.0,2244.1171840087877,0,4,353.5538801768714,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
368,apartment,Palermo,Argentina,-34.5733788449,-58.4390098688,96250.8,,1.0,41.79750780355932,37.0,2302.7880143562925,1,0,9.842369349560313,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
370,apartment,Las Cañitas,Argentina,-34.5679842,-58.4337564,138300.0,1.0,1.0,33.0,30.0,4190.909090909091,0,0,826.0566582722373,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
378,apartment,San Cristobal,Argentina,-34.618949,-58.3944713,80000.0,,2.0,50.0,50.0,1600.0,0,3,577.747011521263,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
379,apartment,Barrio Norte,Argentina,-34.6057005,-58.37796659999999,120000.0,,2.0,42.0,42.0,2857.1428571428573,7,7,672.3808571592161,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
381,apartment,Centro / Microcentro,Argentina,-34.598825,-58.37145600000001,109000.0,4.0,2.0,57.85196537247314,54.0,1884.119222194375,3,8,395.46436048348346,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
382,apartment,Belgrano,Argentina,-34.562708,-58.465375,118526.0,1.0,2.0,47.86940173070537,42.0,2476.0284380987496,0,0,1048.3574756459898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
383,apartment,Belgrano,Argentina,-34.562708,-58.465375,119144.0,1.0,2.0,47.86940173070537,42.0,2488.9385639339675,0,0,1048.3574756459898,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
384,apartment,Belgrano,Argentina,-34.562708,-58.465375,119761.0,1.0,2.0,47.86940173070537,42.0,2501.827799597931,0,0,1048.3574756459898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
385,apartment,Belgrano,Argentina,-34.562708,-58.465375,120378.0,1.0,2.0,47.86940173070537,42.0,2514.717035261894,0,0,1048.3574756459898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
386,apartment,Belgrano,Argentina,-34.562708,-58.465375,127710.0,1.0,2.0,45.58990641019559,40.0,2801.277959444096,0,0,1048.3574756459898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
388,apartment,Belgrano,Argentina,-34.562708,-58.465375,129076.0,1.0,2.0,45.58990641019559,40.0,2831.2407320742786,0,0,1048.3574756459898,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
389,apartment,Belgrano,Argentina,-34.562708,-58.465375,132437.0,1.0,2.0,45.58990641019559,40.0,2904.9631909396107,0,0,1048.3574756459898,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
390,apartment,Belgrano,Argentina,-34.562708,-58.465375,133130.0,1.0,2.0,45.58990641019559,40.0,2920.1639240528734,0,0,1048.3574756459898,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400,apartment,Recoleta,Argentina,-34.590518,-58.388665,227000.0,1.0,1.0,66.0,32.0,3439.3939393939395,0,3,415.7035764591474,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
401,apartment,Recoleta,Argentina,-34.591376000000004,-58.395475,163000.0,,1.0,89.0,30.0,1831.4606741573034,1,4,346.93920193893905,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
403,apartment,Coghlan,Argentina,-34.565023,-58.47180400000001,181400.0,,2.0,62.0,47.0,2925.8064516129034,0,0,1002.9279076822194,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
405,apartment,Balvanera,Argentina,-34.610365,-58.411821,105000.0,,2.0,45.0,40.0,2333.3333333333335,1,3,778.6767991081139,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
411,store,Centro / Microcentro,Argentina,-34.599865,-58.37584,295000.0,2.0,,40.0,40.0,7375.0,2,8,366.5003174163664,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
412,apartment,Floresta,Argentina,-34.63613400000001,-58.4915095,83000.0,,2.0,45.0,45.0,1844.4444444444443,0,0,1182.2532375862688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
414,apartment,Caballito,Argentina,-34.613614,-58.4626458,70900.0,,1.0,32.0,30.0,2215.625,0,0,367.80605969857055,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
419,apartment,Recoleta,Argentina,-34.58834457,-58.39006424,695000.0,71.0,4.0,205.0,189.0,3390.243902439024,0,3,401.15935131865524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
420,apartment,Caballito,Argentina,-34.60877228,-58.43046188,109000.0,71.0,2.0,60.0,53.0,1816.6666666666667,0,3,1003.6516235450295,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
422,house,Barracas,Argentina,-34.65213776,-58.37709045,175000.0,71.0,3.0,120.0,120.0,1458.3333333333333,0,0,599.2254112020692,0,1,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
429,apartment,Caballito,Argentina,-34.61087036,-58.45410919,85000.0,,1.0,40.0,40.0,2125.0,0,0,1060.414062184495,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
434,apartment,Nuñez,Argentina,-34.54743576,-58.46651459,275000.0,2.0,3.0,83.0,79.0,3313.253012048193,0,0,562.5488044999984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
435,apartment,Palermo,Argentina,-34.58350372,-58.41336441,439000.0,,4.0,145.0,135.0,3027.5862068965516,1,2,250.11918836701548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
443,apartment,Balvanera,Argentina,-34.61205292,-58.40067673,72000.0,0.0,1.0,41.0,38.237426800971065,1756.0975609756097,2,3,1048.8848281376002,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
444,house,Caballito,Argentina,-34.62788391,-58.42798996,80000.0,,2.0,110.0,67.0,727.2727272727273,1,2,350.30372954232246,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
450,house,Caballito,Argentina,-34.62788391,-58.42798996,75000.0,,3.0,220.0,130.0,340.90909090909093,1,2,350.30372954232246,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
476,apartment,Villa Pueyrredón,Argentina,-34.59006119,-58.48814392,159500.0,,1.0,73.0,53.0,2184.931506849315,0,0,1246.3901824546458,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
488,apartment,Flores,Argentina,-34.62872696,-58.46748734,98000.0,7.0,2.0,52.0,50.0,1884.6153846153845,2,0,1053.2871653851812,1,1,1,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
491,apartment,Belgrano,Argentina,-34.54615402,-58.46242142,72000.0,,1.0,26.0,26.0,2769.230769230769,0,0,588.2298882066524,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
496,apartment,Barrio Norte,Argentina,-34.59280396,-58.38444138,290000.0,2.0,3.0,90.0,90.0,3222.222222222222,0,4,515.3794969426837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
503,apartment,Villa Devoto,Argentina,-34.60325623,-58.52391815,189000.0,,2.0,89.0,52.0,2123.5955056179773,0,0,1073.3941161858024,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
506,apartment,Las Cañitas,Argentina,-34.60368347,-58.38155746,113780.95608495579,,2.0,33.0,33.0,3447.9077601501754,5,8,837.2445860694035,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
507,house,Flores,Argentina,-34.62762833,-58.48143005,92000.0,1.0,3.0,60.0,55.0,1533.3333333333333,0,0,291.7521703977452,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
514,house,Recoleta,Argentina,-34.58607864,-58.39795303,1500.0,2.0,5.0,500.0,500.0,3.0,1,4,837.181137682633,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
518,apartment,Saavedra,Argentina,-34.55747604,-58.48065567,471000.0,2.0,3.0,180.0,118.0,2616.6666666666665,0,0,876.2008180143998,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
524,apartment,Las Cañitas,Argentina,-34.60368347,-58.38155746,570000.0,,3.0,177.0,170.0,3220.3389830508477,5,8,837.2445860694035,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
544,apartment,Palermo,Argentina,-34.58464813,-58.42425537,240000.0,,2.0,110.0,64.0,2181.818181818182,1,3,985.7622085568735,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
545,apartment,Monte Castro,Argentina,-34.62152481,-58.50676727,69900.0,,,30.0,26.0,2330.0,0,0,2055.5583167018217,1,1,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
546,house,Caballito,Argentina,-34.61318970000001,-58.4545784,280000.0,,3.0,230.0,186.60208661863413,1217.391304347826,0,0,812.4670812416641,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
547,house,Capital Federal,Argentina,-34.6,-58.45,210000.0,4.0,3.0,425.901369269777,200.0,493.0719062022563,0,0,992.512079454785,1,1,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
548,house,Almagro,Argentina,-34.61096954,-58.42447662,94000.0,,2.0,59.0,44.0,1593.2203389830509,1,2,1227.6020721290556,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
549,apartment,Palermo,Argentina,-34.59279633,-58.43243408,98000.0,,1.0,46.0,43.0,2130.4347826086955,0,2,1202.6577114890463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
550,house,Palermo,Argentina,-34.57114792,-58.42329788,1380.0,,8.0,800.0,800.0,1.725,0,1,1551.462661301108,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
551,apartment,Palermo,Argentina,-34.58863068,-58.40306091,155000.0,,2.0,48.0,40.0,3229.1666666666665,0,4,728.4065610150103,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
555,apartment,Las Cañitas,Argentina,-34.60368347,-58.38155746,450000.0,,4.0,160.0,160.0,2812.5,5,8,837.2445860694035,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
556,apartment,Retiro,Argentina,-34.5961647,-58.37316513,98000.0,,1.0,48.0,40.0,2041.6666666666667,1,10,637.3649389970972,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
557,apartment,Palermo,Argentina,-34.58077621,-58.41369247,685000.0,,3.0,230.0,140.0,2978.2608695652175,0,1,54.90638508629529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
558,apartment,Almagro,Argentina,-34.61595917,-58.42551422,82583.0,,1.0,42.0,36.0,1966.2619047619048,1,2,1409.199934553963,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
559,apartment,Almagro,Argentina,-34.61595917,-58.42551422,80273.0,,1.0,40.0,37.0,2006.825,1,2,1409.199934553963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
560,apartment,Barrio Norte,Argentina,-34.58535385,-58.39661026,590000.0,,3.0,204.0,190.0,2892.156862745098,1,2,796.7373069934823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
564,apartment,Belgrano,Argentina,-34.56840897,-58.45326233,269500.0,2.0,3.0,93.0,93.0,2897.8494623655915,1,0,976.7522175722933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
565,house,Recoleta,Argentina,-34.59179688,-58.39395142,105000.0,,1.0,36.0,33.0,2916.6666666666665,0,3,191.37965929652697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
567,apartment,Caballito,Argentina,-34.61829758,-58.44896698,70800.0,,1.0,28.0,28.0,2528.5714285714284,0,0,525.8514249183238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
636,house,Colegiales,Argentina,-34.605592200000004,-58.5054391,72908.77,3.0,,,,2034.5406498321297,0,0,1387.8379290655744,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
637,apartment,Villa Urquiza,Argentina,-34.588316,-58.483926,199900.0,93.0,,91.31728094235305,78.0,2189.070873958602,0,0,1266.8804235338737,1,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
638,apartment,Colegiales,Argentina,-34.578811,-58.456535,136000.0,93.0,3.0,66.5898746570538,58.0,2042.3525453444242,0,0,1416.7711455522779,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
639,apartment,Boedo,Argentina,-34.622971,-58.422054,225000.0,1.0,4.0,149.26802522876469,145.0,1507.3556420081948,0,2,705.5194042574902,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
640,apartment,Monserrat,Argentina,-34.613405239,-58.3852528148,135000.0,,1.0,43.88014271179667,40.0,3076.562464408458,1,1,850.2211556146685,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
641,apartment,Monserrat,Argentina,-34.6134405585,-58.3853386455,85000.0,,1.0,40.58913200841192,37.0,2094.1566324301816,1,1,856.6395922858464,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
643,apartment,Monserrat,Argentina,-34.6134666858,-58.3853816986,85500.0,,1.0,40.58913200841192,37.0,2106.4752008562414,1,1,859.4416342698376,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
645,apartment,Monserrat,Argentina,-34.6133346,-58.3853386455,85500.0,,1.0,39.492128440617,36.0,2164.988400880026,1,1,862.3720179703208,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
647,apartment,Monserrat,Argentina,-34.61237,-58.38341,72500.0,,1.0,30.71609989825767,28.0,2360.325700207547,4,3,755.3927063093703,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
648,apartment,Monserrat,Argentina,-34.61237,-58.38341,86000.0,,1.0,27.42508919487292,25.0,3135.814778537806,4,3,755.3927063093703,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
652,apartment,Monserrat,Argentina,-34.61237,-58.38341,85500.0,,1.0,40.58913200841192,37.0,2106.4752008562414,4,3,755.3927063093703,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
655,apartment,Monserrat,Argentina,-34.61237,-58.38341,86000.0,,1.0,38.39512487282209,35.0,2239.8676989555756,4,3,755.3927063093703,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
656,apartment,Monserrat,Argentina,-34.61237,-58.38341,86000.0,,1.0,38.39512487282209,35.0,2239.8676989555756,4,3,755.3927063093703,1,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
681,apartment,Monserrat,Argentina,-34.61237,-58.38341,75000.0,,1.0,27.42508919487292,25.0,2734.7221905852957,4,3,755.3927063093703,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
690,PH,Liniers,Argentina,-34.6463591184,-58.5155755016,127000.0,,2.0,99.0,54.0,1282.828282828283,0,0,1363.44305296678,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
691,apartment,Villa Crespo,Argentina,-34.6024297,-58.42986479999999,144500.0,,2.0,60.0,54.0,2408.3333333333335,1,1,1292.2992029945483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
